timestamp,workload,size,device,repeat,batch_size,energy_j,energy_j_per_op,time_s,time_s_per_op,gpu_kernel_time_s,gpu_kernel_time_s_per_op,cpu_model,gpu_model,driver_version,rapl_available,timing_method,energy_method,notes
2025-09-16T14:52:14.456464,GEMM,2000,CPU,1,50,220.657272,4.41314544,5.216751623998789,0.10433503247997578,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:52:19.673800,GEMM,2000,CPU,2,50,232.014847,4.64029694,5.254266801000995,0.10508533602001989,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:52:24.928505,GEMM,2000,CPU,3,50,230.943684,4.61887368,5.258095487999526,0.10516190975999053,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:52:30.187019,GEMM,2000,CPU,4,50,221.572064,4.4314412800000005,5.211874401000387,0.10423748802000773,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:52:35.399316,GEMM,2000,CPU,5,50,228.233303,4.56466606,5.219610140000441,0.10439220280000881,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:52:40.619379,GEMM,2000,CPU,6,50,221.673322,4.43346644,5.225490197999534,0.10450980395999068,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:52:45.845310,GEMM,2000,CPU,7,50,224.71909,4.4943818,5.207881451000503,0.10415762902001006,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:52:51.053605,GEMM,2000,CPU,8,50,232.621841,4.65243682,5.225605298001028,0.10451210596002056,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:52:56.279628,GEMM,2000,CPU,9,50,216.820185,4.3364037,5.210256933998608,0.10420513867997215,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:53:01.490308,GEMM,2000,CPU,10,50,219.601488,4.39202976,5.211246549000862,0.10422493098001723,,,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CPU_perf_counter_batched,rapl,
2025-09-16T14:53:06.701997,GEMM,2000,GPU,1,50,20.48300000000745,0.409660000000149,0.05135852300008992,0.0010271704600017984,0.0425615348815918,0.000851230697631836,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,nvml_total_energy,
2025-09-16T14:53:06.810754,GEMM,2000,GPU,2,50,0.04434343867706775,0.000886868773541355,0.041034603000298375,0.0008206920600059675,0.04091494369506836,0.0008182988739013671,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,power_integration_fallback_zero_counter,energy_counter_zero_fallback_to_integration
2025-09-16T14:53:06.865342,GEMM,2000,GPU,3,50,15.925999999977648,0.31851999999955294,0.04104456799905165,0.0008208913599810331,0.040899585723876954,0.0008179917144775391,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,nvml_total_energy,
2025-09-16T14:53:06.923009,GEMM,2000,GPU,4,50,27.96100000012666,0.5592200000025332,0.041532125000230735,0.0008306425000046147,0.041411582946777346,0.0008282316589355469,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,nvml_total_energy,
2025-09-16T14:53:06.976964,GEMM,2000,GPU,5,50,0.03879756488811836,0.0007759512977623673,0.041479769000943634,0.0008295953800188726,0.04136140823364258,0.0008272281646728516,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,power_integration_fallback_zero_counter,energy_counter_zero_fallback_to_integration
2025-09-16T14:53:07.031828,GEMM,2000,GPU,6,50,26.662000000011176,0.5332400000002235,0.04151179099972069,0.0008302358199944138,0.04139519882202149,0.0008279039764404298,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,nvml_total_energy,
2025-09-16T14:53:07.090583,GEMM,2000,GPU,7,50,0.0452848415676599,0.000905696831353198,0.04094660000009753,0.0008189320000019507,0.04083609771728516,0.0008167219543457031,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,power_integration_fallback_zero_counter,energy_counter_zero_fallback_to_integration
2025-09-16T14:53:07.145898,GEMM,2000,GPU,8,50,20.932999999960884,0.4186599999992177,0.0410220699995989,0.000820441399991978,0.04090265655517578,0.0008180531311035156,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,nvml_total_energy,
2025-09-16T14:53:07.203605,GEMM,2000,GPU,9,50,0.029839005995538175,0.0005967801199107635,0.041358512000442715,0.0008271702400088543,0.0412334098815918,0.000824668197631836,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,power_integration_fallback_zero_counter,energy_counter_zero_fallback_to_integration
2025-09-16T14:53:07.257662,GEMM,2000,GPU,10,50,23.35299999988638,0.46705999999772757,0.04153531100018881,0.0008307062200037762,0.04142182540893555,0.0008284365081787109,Intel(R) Core(TM) i9-7900X CPU @ 3.30GHz,NVIDIA GeForce RTX 3090,580.65.06,yes,CUDA_events_batched_power_sampled,nvml_total_energy,
